,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
62.5,8,0,1.214,0,1.214,2.88461538,1.67061538,1.214,0,0.2
63,8,0,1.084,0,1.084,3.03076923,1.94676923,1.084,0,0.2
63.5,8,0,2.39,0,2.39,2.79230769,0.402307692,2.39,0,0.2
64,8,0,1.782,0,1.782,2.54615385,0.764153846,1.782,0,0.2
64.5,8,0,0.76,0,0.76,2.26153846,1.50153846,0.76,0,0.2
65,8,0,0.906,0,0.906,1.87692308,0.970923077,0.906,0,0.2
65.5,8,0,0.988,0,0.988,1.53846154,0.550461538,0.988,0,0.2
66,8,-0.0884615385,1.15,0,1.15,1.06153846,0,1.06153846,0,0.2
66.5,7.95576923,-0.336923077,0.96,0,0.96,0.623076923,0,0.623076923,0,0.2
67,7.78730769,-0.743692308,0.936,0,0.936,0.192307692,0,0.192307692,0,0.2
67.5,7.41546154,-0.903846154,0.95,0,0.95,0.0461538462,0,0.0461538462,0,0.2
68,6.96353846,-1.034,1.034,0,1.034,0,0,0,0,0.2
68.5,6.44653846,-0.948,0.948,0,0.948,0,0,0,0,0.2
69,5.97253846,-1.044,1.044,0,1.044,0,0,0,0,0.2
69.5,5.45053846,-1.08,1.08,0,1.08,0,0,0,0,0.2
70,4.91053846,-0.832,0.832,0,0.832,0,0,0,0,0.2
70.5,4.49453846,-0.458,0.458,0,0.458,0,0,0,0,0.2
71,4.26553846,-0.412,0.412,0,0.412,0,0,0,0,0.2
71.5,4.05953846,-0.47,0.47,0,0.47,0,0,0,0,0.2
72,3.82453846,-0.415255583,0.482,0,0.482,0,0,0,0.0667444169,0.1
72.5,3.61691067,-0.344,0.344,0,0.344,0,0,0,0,0.1
73,3.44491067,-0.376,0.376,0,0.376,0,0,0,0,0.1
73.5,3.25691067,-0.442,0.442,0,0.442,0,0,0,0,0.1
74,3.03591067,-0.215096774,0.372,0,0.372,0,0,0,0.156903226,0.1
74.5,2.92836228,0.0218808933,0.312,0,0.312,0,0,0,0.333880893,0.1
75,2.93930273,-0.0156873449,0.45,0,0.45,0,0,0,0.434312655,0.1
75.5,2.93145906,0.00652109181,0.258,0,0.258,0,0,0,0.264521092,0.1
76,2.9347196,0.0306401985,0.342,0,0.342,0,0,0,0.372640199,0.1
76.5,2.9500397,-0.0743225806,0.344,0,0.344,0,0,0,0.269677419,0.1
77,2.91287841,0.0316228288,0.434,0,0.434,0,0,0,0.465622829,0.1
77.5,2.92868983,-0.0956228288,0.486,0,0.486,0,0,0,0.390377171,0.1
78,2.88087841,-0.882,0.882,0,0.882,0,0,0,0,0.2
78.5,2.43987841,-0.573846154,0.62,0,0.62,0.0461538462,0,0.0461538462,0,0.2
79,2.15295533,-0.243538462,0.482,0,0.482,0.238461538,0,0.238461538,0,0.2
79.5,2.0311861,0.114769231,0.316,0,0.316,0.430769231,0,0.430769231,0,0.2
80,2.08857072,0.159076923,0.464,0,0.464,0.623076923,0,0.623076923,0,0.2
80.5,2.16810918,0.595692308,0.412,0,0.412,1.00769231,0,1.00769231,0,0.2
81,2.46595533,0.857846154,0.396,0,0.396,1.25384615,0,1.25384615,0,0.2
81.5,2.89487841,0.964307692,0.428,0,0.428,1.39230769,0,1.39230769,0,0.2
82,3.37703226,0.938461538,0.7,0,0.7,1.63846154,0,1.63846154,0,0.2
82.5,3.84626303,1.12907692,0.794,0,0.794,1.92307692,0,1.92307692,0,0.2
83,4.41080149,1.40507692,0.518,0,0.518,1.92307692,0,1.92307692,0,0.2
83.5,5.11333995,2.09015385,0.456,0,0.456,2.54615385,0,2.54615385,0,0.2
84,6.15841687,2.29830769,0.494,0,0.494,2.79230769,0,2.79230769,0,0.2
84.5,7.30757072,1.38485856,0.786,0,0.786,3.22307692,1.05221836,2.17085856,0,0.2
85,8,0,0.796,0,0.796,3.46153846,2.66553846,0.796,0,0.2
85.5,8,0,0.918,0,0.918,3.41538462,2.49738462,0.918,0,0.2
86,8,0,0.81,0,0.81,3.17692308,2.36692308,0.81,0,0.2
86.5,8,0,1.502,0,1.502,3.12307692,1.62107692,1.502,0,0.2
87,8,0,1.414,0,1.414,3.07692308,1.66292308,1.414,0,0.2
87.5,8,0,0.82,0,0.82,2.79230769,1.97230769,0.82,0,0.2
88,8,0,0.644,0,0.644,1.68461538,1.04061538,0.644,0,0.2
88.5,8,0,0.804,0,0.804,2.35384615,1.54984615,0.804,0,0.2
89,8,0,0.944,0,0.944,1.83076923,0.886769231,0.944,0,0.2
89.5,8,0,1.064,0,1.064,1.58461538,0.520615385,1.064,0,0.2
90,8,-0.0784615385,1.04,0,1.04,0.961538462,0,0.961538462,0,0.2
90.5,7.96076923,-0.684923077,1.308,0,1.308,0.623076923,0,0.623076923,0,0.2
91,7.61830769,-1.17753846,1.416,0,1.416,0.238461538,0,0.238461538,0,0.2
91.5,7.02953846,-1.014,1.014,0,1.014,0,0,0,0,0.2
92,6.52253846,-1.396,1.396,0,1.396,0,0,0,0,0.2
92.5,5.82453846,-1.124,1.124,0,1.124,0,0,0,0,0.2
93,5.26253846,-0.872,0.872,0,0.872,0,0,0,0,0.2
93.5,4.82653846,-0.914,0.914,0,0.914,0,0,0,0,0.2
94,4.36953846,-0.932,0.932,0,0.932,0,0,0,0,0.2
94.5,3.90353846,-0.954,0.954,0,0.954,0,0,0,0,0.2
95,3.42653846,-0.934,0.934,0,0.934,0,0,0,0,0.2
95.5,2.95953846,-1.124,1.124,0,1.124,0,0,0,0,0.2
96,2.39753846,2.066,0.934,0,0.934,0,0,0,3,0.1
96.5,3.43053846,-0.0762878412,0.82,0,0.82,0,0,0,0.743712159,0.1
97,3.39239454,-0.416258065,0.506,0,0.506,0,0,0,0.0897419355,0.1
97.5,3.18426551,-0.36,0.36,0,0.36,0,0,0,0,0.1
98,3.00426551,-0.151806452,0.398,0,0.398,0,0,0,0.246193548,0.1
98.5,2.92836228,0.0218808933,0.472,0,0.472,0,0,0,0.493880893,0.1
99,2.93930273,-0.0156873449,0.45,0,0.45,0,0,0,0.434312655,0.1
99.5,2.93145906,0.00652109181,0.366,0,0.366,0,0,0,0.372521092,0.1
100,2.9347196,0.0306401985,0.324,0,0.324,0,0,0,0.354640199,0.1
100.5,2.9500397,-0.0743225806,0.358,0,0.358,0,0,0,0.283677419,0.1
101,2.91287841,0.0316228288,0.28,0,0.28,0,0,0,0.311622829,0.1
101.5,2.92868983,-0.0956228288,0.298,0,0.298,0,0,0,0.202377171,0.1
102,2.88087841,-0.327846154,0.374,0,0.374,0.0461538462,0,0.0461538462,0,0.2
102.5,2.71695533,-0.185692308,0.378,0,0.378,0.192307692,0,0.192307692,0,0.2
103,2.62410918,0.0303076923,0.262,0,0.262,0.292307692,0,0.292307692,0,0.2
103.5,2.63926303,0.174769231,0.356,0,0.356,0.530769231,0,0.530769231,0,0.2
104,2.72664764,0.239076923,0.384,0,0.384,0.623076923,0,0.623076923,0,0.2
104.5,2.8461861,0.633384615,0.282,0,0.282,0.915384615,0,0.915384615,0,0.2
105,3.16287841,0.624,0.576,0,0.576,1.2,0,1.2,0,0.2
105.5,3.47487841,1.24061538,0.344,0,0.344,1.58461538,0,1.58461538,0,0.2
106,4.0951861,1.17476923,0.556,0,0.556,1.73076923,0,1.73076923,0,0.2
106.5,4.68257072,1.806,0.794,0,0.794,2.6,0,2.6,0,0.2
107,5.58557072,1.73569231,0.572,0,0.572,2.30769231,0,2.30769231,0,0.2
107.5,6.45341687,1.94230769,0.85,0,0.85,2.79230769,0,2.79230769,0,0.2
108,7.42457072,1.15085856,0.8,0,0.8,2.98461538,1.03375682,1.95085856,0,0.2
108.5,8,0,0.496,0,0.496,3.17692308,2.68092308,0.496,0,0.2
109,8,0,0.592,0,0.592,3.26923077,2.67723077,0.592,0,0.2
109.5,8,0,0.532,0,0.532,3.12307692,2.59107692,0.532,0,0.2
110,8,0,0.428,0,0.428,3.17692308,2.74892308,0.428,0,0.2
110.5,8,0,0.426,0,0.426,3.03076923,2.60476923,0.426,0,0.2
111,8,0,0.446,0,0.446,2.93076923,2.48476923,0.446,0,0.2
111.5,8,0,0.406,0,0.406,2.73846154,2.33246154,0.406,0,0.2
112,8,0,0.334,0,0.334,2.5,2.166,0.334,0,0.2
112.5,8,0,0.468,0,0.468,2.21538462,1.74738462,0.468,0,0.2
113,8,0,1.014,0,1.014,1.87692308,0.862923077,1.014,0,0.2
113.5,8,0,0.758,0,0.758,1.49230769,0.734307692,0.758,0,0.2
114,8,0,0.72,0,0.72,1.00769231,0.287692308,0.72,0,0.2
114.5,8,-0.138923077,0.762,0,0.762,0.623076923,0,0.623076923,0,0.2
115,7.93053846,-0.541692308,0.734,0,0.734,0.192307692,0,0.192307692,0,0.2
115.5,7.65969231,-0.73,0.73,0,0.73,0,0,0,0,0.2
116,7.29469231,-0.75,0.75,0,0.75,0,0,0,0,0.2
116.5,6.91969231,-0.754,0.754,0,0.754,0,0,0,0,0.2
117,6.54269231,-0.784,0.784,0,0.784,0,0,0,0,0.2
117.5,6.15069231,-0.678,0.678,0,0.678,0,0,0,0,0.2
118,5.81169231,-0.986,0.986,0,0.986,0,0,0,0,0.2
118.5,5.31869231,-0.694,0.694,0,0.694,0,0,0,0,0.2
119,4.97169231,-0.604,0.604,0,0.604,0,0,0,0,0.2
119.5,4.66969231,-0.546,0.546,0,0.546,0,0,0,0,0.2
120,4.39669231,-0.52,0.52,0,0.52,0,0,0,0,0.1
120.5,4.13669231,-0.526,0.526,0,0.526,0,0,0,0,0.1
121,3.87369231,-0.586,0.586,0,0.586,0,0,0,0,0.1
121.5,3.58069231,-0.532,0.532,0,0.532,0,0,0,0,0.1
122,3.31469231,-0.408,0.408,0,0.408,0,0,0,0,0.1
122.5,3.11069231,-0.342779156,0.478,0,0.478,0,0,0,0.135220844,0.1
123,2.93930273,-0.0156873449,0.48,0,0.48,0,0,0,0.464312655,0.1
123.5,2.93145906,0.00652109181,0.418,0,0.418,0,0,0,0.424521092,0.1
124,2.9347196,0.0306401985,0.322,0,0.322,0,0,0,0.352640199,0.1
124.5,2.9500397,-0.0743225806,0.362,0,0.362,0.0461538462,0,0.0461538462,0.241523573,0.1
125,2.91287841,0.0316228288,0.35,0,0.35,0,0,0,0.381622829,0.1
125.5,2.92868983,-0.0956228288,0.748,0,0.748,0,0,0,0.652377171,0.1
126,2.88087841,-0.85,0.95,0,0.95,0.1,0,0.1,0,0.2
126.5,2.45587841,-0.834,0.934,0,0.934,0.1,0,0.1,0,0.2
127,2.03887841,-1.02,1.12,0,1.12,0.1,0,0.1,0,0.2
127.5,1.52887841,-0.699692308,0.992,0,0.992,0.292307692,0,0.292307692,0,0.2
128,1.17903226,-0.415076923,0.992,0,0.992,0.576923077,0,0.576923077,0,0.2
128.5,0.971493797,0.165692308,0.942,0,0.942,1.10769231,0,1.10769231,0,0.2
129,1.05433995,0.00938461538,0.806,0,0.806,0.815384615,0,0.815384615,0,0.2
129.5,1.05903226,0.364,0.936,0,0.936,1.3,0,1.3,0,0.2
130,1.24103226,0.115384615,0.8,0,0.8,0.915384615,0,0.915384615,0,0.2
130.5,1.29872457,0.932615385,0.752,0,0.752,1.68461538,0,1.68461538,0,0.2
131,1.76503226,-0.255692308,0.448,0,0.448,0.192307692,0,0.192307692,0,0.2
131.5,1.6371861,0.100923077,0.576,0,0.576,0.676923077,0,0.676923077,0,0.2
132,1.68764764,0.43773201,0.906,0,0.906,1.15384615,0,1.15384615,0.189885856,0.2
132.5,1.90651365,1.08000993,0.854,0,0.854,0.576923077,0,0.576923077,1.35708685,0.2
133,2.44651861,1.01828288,0.7,0,0.7,0.815384615,0,0.815384615,0.902898263,0.2
133.5,2.95566005,1.13355335,1.196,0,1.196,0.192307692,0,0.192307692,2.13724566,0.2
134,3.52243672,1.04334491,1.098,0,1.098,1.06153846,0,1.06153846,1.07980645,0.2
134.5,4.04410918,0.948024814,0.998,0,0.998,1.53846154,0,1.53846154,0.407563275,0.2
135,4.51812159,0.891225806,1.044,0,1.044,0.769230769,0,0.769230769,1.16599504,0.2
135.5,4.96373449,0.524143921,1.366,0,1.366,0.576923077,0,0.576923077,1.31322084,0.2
136,5.22580645,0.216406948,0.78,0,0.78,0.192307692,0,0.192307692,0.804099256,0.2
136.5,5.33400993,-0.000526054591,0.93,0,0.93,0.1,0,0.1,0.829473945,0.2
137,5.3337469,-0.170640199,1.02,0,1.02,0.1,0,0.1,0.749359801,0.2
137.5,5.2484268,-0.349062035,1.024,0,1.024,0.0461538462,0,0.0461538462,0.628784119,0.2
138,5.07389578,-0.570724566,1.238,0,1.238,0.0461538462,0,0.0461538462,0.621121588,0.2
138.5,4.7885335,-0.839032258,0.998,0,0.998,0,0,0,0.158967742,0.2
139,4.36901737,-0.886,0.886,0,0.886,0,0,0,0,0.2
139.5,3.92601737,-1.11716129,1.196,0,1.196,0,0,0,0.0788387097,0.2
140,3.36743672,-1.02,1.02,0,1.02,0,0,0,0,0.2
140.5,2.85743672,-0.796,0.796,0,0.796,0,0,0,0,0.2
141,2.45943672,-0.966,0.966,0,0.966,0,0,0,0,0.2
141.5,1.97643672,-1.084,1.084,0,1.084,0,0,0,0,0.2
142,1.43443672,-0.91,0.91,0,0.91,0,0,0,0,0.2
142.5,0.979436725,-0.656,0.656,0,0.656,0,0,0,0,0.2
143,0.651436725,-0.56,0.56,0,0.56,0,0,0,0,0.2
143.5,0.371436725,-0.416,0.416,0,0.416,0,0,0,0,0.2
144,0.163436725,2.69,0.31,0,0.31,0,0,0,3,0.1
144.5,1.50843672,2.548,0.452,0,0.452,0,0,0,3,0.1
145,2.78243672,0.803657568,0.252,0,0.252,0,0,0,1.05565757,0.1
145.5,3.18426551,-0.419612903,0.446,0,0.446,0,0,0,0.0263870968,0.1
146,2.97445906,-0.0921935484,0.386,0,0.386,0,0,0,0.293806452,0.1
146.5,2.92836228,0.0218808933,0.39,0,0.39,0,0,0,0.411880893,0.1
147,2.93930273,-0.0156873449,0.478,0,0.478,0,0,0,0.462312655,0.1
147.5,2.93145906,0.00652109181,0.424,0,0.424,0,0,0,0.430521092,0.1
148,2.9347196,0.0306401985,0.402,0,0.402,0,0,0,0.432640199,0.1
148.5,2.9500397,-0.0743225806,0.358,0,0.358,0,0,0,0.283677419,0.1
149,2.91287841,0.0316228288,0.306,0,0.306,0,0,0,0.337622829,0.1
149.5,2.92868983,-0.0956228288,0.472,0,0.472,0,0,0,0.376377171,0.1
150,2.88087841,-0.531846154,0.578,0,0.578,0.0461538462,0,0.0461538462,0,0.2
150.5,2.61495533,-0.186,0.286,0,0.286,0.1,0,0.1,0,0.2
151,2.52195533,-0.305846154,0.452,0,0.452,0.146153846,0,0.146153846,0,0.2
151.5,2.36903226,-0.477692308,0.77,0,0.77,0.292307692,0,0.292307692,0,0.2
152,2.1301861,0.0910769231,0.532,0,0.532,0.623076923,0,0.623076923,0,0.2
152.5,2.17572457,0.547230769,0.322,0,0.322,0.869230769,0,0.869230769,0,0.2
153,2.44933995,1.29246154,0.246,0,0.246,1.53846154,0,1.53846154,0,0.2
153.5,3.09557072,1.52123077,0.448,0,0.448,1.96923077,0,1.96923077,0,0.2
154,3.8561861,1.91138462,0.204,0,0.204,2.11538462,0,2.11538462,0,0.2
154.5,4.81187841,1.32876923,0.402,0,0.402,1.73076923,0,1.73076923,0,0.2
155,5.47626303,1.45092308,0.326,0,0.326,1.77692308,0,1.77692308,0,0.2
155.5,6.20172457,1.13815385,0.308,0,0.308,1.44615385,0,1.44615385,0,0.2
156,6.77080149,1.44723077,0.522,0,0.522,1.96923077,0,1.96923077,0,0.2
156.5,7.49441687,1.01116625,0.374,0,0.374,1.83076923,0.445602978,1.38516625,0,0.2
157,8,0,0.414,0,0.414,2.02307692,1.60907692,0.414,0,0.2
157.5,8,0,0.474,0,0.474,0.869230769,0.395230769,0.474,0,0.2
158,8,0,0.628,0,0.628,1.25384615,0.625846154,0.628,0,0.2
158.5,8,-0.394769231,2.364,0,2.364,1.96923077,0,1.96923077,0,0.2
159,7.80261538,-0.712,2.012,0,2.012,1.3,0,1.3,0,0.2
159.5,7.44661538,0.648153846,0.698,0,0.698,1.34615385,0,1.34615385,0,0.2
160,7.77069231,0.458615385,0.626,0,0.626,1.10769231,0.0230769231,1.08461538,0,0.2
160.5,8,-0.298769231,1.068,0,1.068,0.769230769,0,0.769230769,0,0.2
161,7.85061538,-0.341384615,0.826,0,0.826,0.484615385,0,0.484615385,0,0.2
161.5,7.67992308,-1.08784615,1.234,0,1.234,0.146153846,0,0.146153846,0,0.2
162,7.136,-0.855692308,1.048,0,1.048,0.192307692,0,0.192307692,0,0.2
162.5,6.70815385,-0.799846154,0.946,0,0.946,0.146153846,0,0.146153846,0,0.2
163,6.30823077,-1.256,1.256,0,1.256,0,0,0,0,0.2
163.5,5.68023077,-0.972,0.972,0,0.972,0,0,0,0,0.2
164,5.19423077,-0.728,0.728,0,0.728,0,0,0,0,0.2
164.5,4.83023077,-0.792,0.792,0,0.792,0,0,0,0,0.2
