,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
54,0.6935384615384615,-0.8358461538461539,0.882,0,0.882,0.046153846153846156,0,0.046153846153846156,0,0.2
54.5,0.2756153846153846,-0.2996923076923077,0.49200000000000005,0,0.49200000000000005,0.19230769230769232,0,0.19230769230769232,0,0.2
55,0.12576923076923074,-0.2515384615384615,0.59,0,0.59,0.3384615384615385,0,0.3384615384615385,0,0.2
55.5,0,0,0.254,0,0.254,0.43076923076923074,0.17676923076923073,0.254,0,0.2
56,0,0,0.396,0,0.396,0.5769230769230769,0.18092307692307685,0.396,0,0.2
56.5,0,0,0.294,0,0.294,0.8153846153846154,0.5213846153846153,0.29400000000000004,0,0.2
57,0,0,0.366,0,0.366,0.9153846153846155,0.5493846153846155,0.366,0,0.2
57.5,0,0,0.43200000000000005,0,0.43200000000000005,0.9153846153846155,0.4833846153846154,0.43200000000000005,0,0.2
58,0,0,0.542,0,0.542,1.0076923076923077,0.4656923076923076,0.542,0,0.2
58.5,0,0,0.35600000000000004,0,0.35600000000000004,1.776923076923077,1.420923076923077,0.3560000000000001,0,0.2
59,0,0,0.43799999999999994,0,0.43799999999999994,1.923076923076923,1.485076923076923,0.43799999999999994,0,0.2
59.5,0,0,0.478,0,0.478,1.830769230769231,1.352769230769231,0.478,0,0.2
60,0,0.01400000000000512,0.54,0,0.54,1.7307692307692308,1.1767692307692257,0.5540000000000052,0,0.2
60.5,0.00700000000000256,1.473076923076923,0.55,0,0.55,2.023076923076923,0,2.023076923076923,0,0.2
61,0.743538461538464,1.159076923076923,0.8640000000000001,0,0.8640000000000001,2.023076923076923,0,2.023076923076923,0,0.2
61.5,1.3230769230769255,2.315076923076923,0.9079999999999999,0,0.9079999999999999,3.2230769230769227,0,3.2230769230769227,0,0.2
62,2.480615384615387,1.9243076923076927,0.868,0,0.868,2.792307692307692,0,2.792307692307692,0,0.2
62.5,3.4427692307692332,1.6706153846153846,1.214,0,1.214,2.8846153846153846,0,2.8846153846153846,0,0.2
63,4.2780769230769256,1.9467692307692293,1.084,0,1.084,3.03076923076923,0,3.03076923076923,0,0.2
63.5,5.25146153846154,0.4023076923076925,2.39,0,2.39,2.792307692307692,0,2.792307692307692,0,0.2
64,5.452615384615386,0.764153846153846,1.7819999999999998,0,1.7819999999999998,2.546153846153846,0,2.546153846153846,0,0.2
64.5,5.834692307692309,1.5015384615384608,0.76,0,0.76,2.2615384615384615,0,2.2615384615384615,0,0.2
65,6.58546153846154,0.9709230769230768,0.9059999999999999,0,0.9059999999999999,1.876923076923077,0,1.876923076923077,0,0.2
65.5,7.070923076923078,0.5504615384615388,0.988,0,0.988,1.5384615384615385,0,1.5384615384615385,0,0.2
66,7.346153846153848,-0.08846153846153904,1.15,0,1.15,1.0615384615384615,0,1.0615384615384615,0,0.2
66.5,7.301923076923078,-0.33692307692307644,0.96,0,0.96,0.6230769230769231,0,0.6230769230769231,0,0.2
67,7.13346153846154,-0.7436923076923083,0.9359999999999999,0,0.9359999999999999,0.19230769230769232,0,0.19230769230769232,0,0.2
67.5,6.761615384615386,-0.9038461538461533,0.95,0,0.95,0.046153846153846156,0,0.046153846153846156,0,0.2
68,6.309692307692309,-1.034,1.034,0,1.034,0,0,0,0,0.2
68.5,5.792692307692309,-0.948,0.948,0,0.948,0,0,0,0,0.2
69,5.3186923076923085,-1.044,1.044,0,1.044,0,0,0,0,0.2
69.5,4.796692307692308,-1.08,1.08,0,1.08,0,0,0,0,0.2
70,4.256692307692308,-0.8320000000000001,0.8320000000000001,0,0.8320000000000001,0,0,0,0,0.2
70.5,3.8406923076923083,-0.45799999999999996,0.45799999999999996,0,0.45799999999999996,0,0,0,0,0.2
71,3.611692307692308,-0.41200000000000003,0.41200000000000003,0,0.41200000000000003,0,0,0,0,0.2
71.5,3.4056923076923082,-0.47,0.47,0,0.47,0,0,0,0,0.2
72,3.1706923076923084,-0.48200000000000004,0.48200000000000004,0,0.48200000000000004,0,0,0,0,0.1
72.5,2.9296923076923083,-0.344,0.344,0,0.344,0,0,0,0,0.1
73,2.757692307692308,-0.376,0.376,0,0.376,0,0,0,0,0.1
73.5,2.569692307692308,-0.442,0.442,0,0.442,0,0,0,0,0.1
74,2.348692307692308,-0.37200000000000005,0.37200000000000005,0,0.37200000000000005,0,0,0,0,0.1
74.5,2.162692307692308,-0.312,0.312,0,0.312,0,0,0,0,0.1
75,2.0066923076923078,-0.45,0.45,0,0.45,0,0,0,0,0.1
75.5,1.7816923076923077,-0.258,0.258,0,0.258,0,0,0,0,0.1
76,1.6526923076923077,-0.342,0.342,0,0.342,0,0,0,0,0.1
76.5,1.4816923076923076,-0.344,0.344,0,0.344,0,0,0,0,0.1
77,1.3096923076923077,-0.434,0.434,0,0.434,0,0,0,0,0.1
77.5,1.0926923076923076,-0.486,0.486,0,0.486,0,0,0,0,0.1
78,0.8496923076923077,-0.882,0.882,0,0.882,0,0,0,0,0.2
78.5,0.40869230769230774,-0.5738461538461539,0.62,0,0.62,0.046153846153846156,0,0.046153846153846156,0,0.2
79,0.1217692307692308,-0.2435384615384616,0.48200000000000004,0,0.48200000000000004,0.23846153846153845,0,0.23846153846153845,0,0.2
79.5,0,0,0.316,0,0.316,0.43076923076923074,0.11476923076923073,0.316,0,0.2
80,0,0,0.46399999999999997,0,0.46399999999999997,0.6230769230769231,0.15907692307692312,0.46399999999999997,0,0.2
80.5,0,0,0.41200000000000003,0,0.41200000000000003,1.0076923076923077,0.5956923076923076,0.41200000000000003,0,0.2
81,0,0,0.396,0,0.396,1.2538461538461538,0.8578461538461538,0.396,0,0.2
81.5,0,0,0.428,0,0.428,1.3923076923076925,0.9643076923076925,0.42799999999999994,0,0.2
82,0,0,0.7,0,0.7,1.6384615384615384,0.9384615384615385,0.7,0,0.2
82.5,0,0,0.794,0,0.794,1.923076923076923,1.1290769230769229,0.794,0,0.2
83,0,0,0.518,0,0.518,1.923076923076923,1.405076923076923,0.518,0,0.2
83.5,0,0,0.456,0,0.456,2.546153846153846,2.090153846153846,0.45599999999999996,0,0.2
84,0,0,0.494,0,0.494,2.792307692307692,2.2983076923076924,0.4939999999999998,0,0.2
84.5,0,0,0.7859999999999999,0,0.7859999999999999,3.2230769230769227,2.4370769230769227,0.786,0,0.2
85,0,1.8815384615384616,0.7959999999999999,0,0.7959999999999999,3.4615384615384617,0.7840000000000003,2.6775384615384614,0,0.2
85.5,0.9407692307692308,2.4973846153846155,0.9179999999999999,0,0.9179999999999999,3.4153846153846152,0,3.4153846153846152,0,0.2
86,2.1894615384615386,2.3669230769230767,0.81,0,0.81,3.1769230769230767,0,3.1769230769230767,0,0.2
86.5,3.372923076923077,1.6210769230769237,1.5019999999999998,0,1.5019999999999998,3.123076923076923,0,3.123076923076923,0,0.2
87,4.183461538461539,1.662923076923077,1.4140000000000001,0,1.4140000000000001,3.076923076923077,0,3.076923076923077,0,0.2
87.5,5.014923076923077,1.9723076923076928,0.82,0,0.82,2.792307692307692,0,2.792307692307692,0,0.2
88,6.001076923076924,1.0406153846153838,0.644,0,0.644,1.6846153846153844,0,1.6846153846153844,0,0.2
88.5,6.521384615384616,1.549846153846154,0.804,0,0.804,2.353846153846154,0,2.353846153846154,0,0.2
89,7.296307692307693,0.8867692307692305,0.9440000000000001,0,0.9440000000000001,1.830769230769231,0,1.830769230769231,0,0.2
89.5,7.739692307692308,0.5206153846153843,1.064,0,1.064,1.5846153846153848,0,1.5846153846153848,0,0.2
90,8,0,1.04,0,1.04,0.9615384615384615,0,0.9615384615384615,0.07846153846153858,0.2
90.5,8,0,1.308,0,1.308,0.6230769230769231,0,0.6230769230769231,0.684923076923077,0.2
91,8,-0.6564615384615387,1.416,0,1.416,0.23846153846153845,0,0.23846153846153845,0.5210769230769223,0.2
91.5,7.671769230769231,-1.014,1.014,0,1.014,0,0,0,0,0.2
92,7.164769230769231,-1.396,1.396,0,1.396,0,0,0,0,0.2
92.5,6.4667692307692315,-1.124,1.124,0,1.124,0,0,0,0,0.2
93,5.904769230769231,-0.872,0.872,0,0.872,0,0,0,0,0.2
93.5,5.468769230769231,-0.914,0.914,0,0.914,0,0,0,0,0.2
94,5.011769230769231,-0.932,0.932,0,0.932,0,0,0,0,0.2
94.5,4.545769230769231,-0.9540000000000001,0.9540000000000001,0,0.9540000000000001,0,0,0,0,0.2
95,4.068769230769231,-0.934,0.934,0,0.934,0,0,0,0,0.2
95.5,3.6017692307692313,-1.124,1.124,0,1.124,0,0,0,0,0.2
96,3.039769230769231,-0.934,0.934,0,0.934,0,0,0,0,0.1
96.5,2.572769230769231,-0.82,0.82,0,0.82,0,0,0,0,0.1
97,2.1627692307692308,-0.506,0.506,0,0.506,0,0,0,0,0.1
97.5,1.9097692307692309,-0.36,0.36,0,0.36,0,0,0,0,0.1
98,1.729769230769231,-0.39799999999999996,0.39799999999999996,0,0.39799999999999996,0,0,0,0,0.1
98.5,1.5307692307692309,-0.47200000000000003,0.47200000000000003,0,0.47200000000000003,0,0,0,0,0.1
99,1.294769230769231,-0.45,0.45,0,0.45,0,0,0,0,0.1
99.5,1.0697692307692308,-0.366,0.366,0,0.366,0,0,0,0,0.1
100,0.8867692307692309,-0.324,0.324,0,0.324,0,0,0,0,0.1
100.5,0.7247692307692308,-0.358,0.358,0,0.358,0,0,0,0,0.1
101,0.5457692307692308,-0.28,0.28,0,0.28,0,0,0,0,0.1
101.5,0.40576923076923077,-0.298,0.298,0,0.298,0,0,0,0,0.1
102,0.25676923076923075,-0.3278461538461539,0.374,0,0.374,0.046153846153846156,0,0.046153846153846156,0,0.2
102.5,0.09284615384615381,-0.18569230769230763,0.37799999999999995,0,0.37799999999999995,0.19230769230769232,0,0.19230769230769232,0,0.2
103,0,0,0.262,0,0.262,0.29230769230769227,0.030307692307692258,0.262,0,0.2
103.5,0,0,0.35600000000000004,0,0.35600000000000004,0.5307692307692308,0.17476923076923073,0.35600000000000004,0,0.2
104,0,0,0.384,0,0.384,0.6230769230769231,0.23907692307692308,0.384,0,0.2
104.5,0,0,0.282,0,0.282,0.9153846153846155,0.6333846153846154,0.28200000000000003,0,0.2
105,0,0,0.5760000000000001,0,0.5760000000000001,1.2,0.6239999999999999,0.5760000000000001,0,0.2
105.5,0,0,0.344,0,0.344,1.5846153846153848,1.240615384615385,0.34399999999999986,0,0.2
106,0,0,0.556,0,0.556,1.7307692307692308,1.1747692307692308,0.556,0,0.2
106.5,0,0,0.794,0,0.794,2.5999999999999996,1.8059999999999996,0.794,0,0.2
107,0,0,0.5720000000000001,0,0.5720000000000001,2.3076923076923075,1.7356923076923074,0.5720000000000001,0,0.2
107.5,0,0,0.85,0,0.85,2.792307692307692,1.942307692307692,0.8500000000000001,0,0.2
108,0,0,0.8,0,0.8,2.9846153846153842,2.184615384615384,0.8000000000000003,0,0.2
108.5,0,0,0.496,0,0.496,3.1769230769230767,2.6809230769230767,0.496,0,0.2
109,0,0,0.5920000000000001,0,0.5920000000000001,3.269230769230769,2.677230769230769,0.5920000000000001,0,0.2
109.5,0,0.030769230769232436,0.532,0,0.532,3.123076923076923,2.5603076923076906,0.5627692307692325,0,0.2
110,0.015384615384616218,2.748923076923077,0.428,0,0.428,3.1769230769230767,0,3.1769230769230767,0,0.2
110.5,1.3898461538461546,2.60476923076923,0.426,0,0.426,3.03076923076923,0,3.03076923076923,0,0.2
111,2.6922307692307696,2.4847692307692304,0.446,0,0.446,2.9307692307692306,0,2.9307692307692306,0,0.2
111.5,3.934615384615385,2.332461538461539,0.406,0,0.406,2.7384615384615385,0,2.7384615384615385,0,0.2
112,5.100846153846154,2.1660000000000004,0.33399999999999996,0,0.33399999999999996,2.5,0,2.5,0,0.2
112.5,6.183846153846154,1.7473846153846164,0.46799999999999997,0,0.46799999999999997,2.2153846153846155,0,2.2153846153846155,0,0.2
113,7.057538461538463,0.8629230769230762,1.014,0,1.014,1.876923076923077,0,1.876923076923077,0,0.2
113.5,7.489000000000001,0.7343076923076914,0.758,0,0.758,1.4923076923076921,0,1.4923076923076921,0,0.2
114,7.8561538461538465,0.287692307692307,0.72,0,0.72,1.0076923076923077,0,1.0076923076923077,0,0.2
114.5,8,0,0.762,0,0.762,0.6230769230769231,0,0.6230769230769231,0.13892307692307693,0.2
115,8,0,0.7340000000000001,0,0.7340000000000001,0.19230769230769232,0,0.19230769230769232,0.5416923076923078,0.2
115.5,8,0,0.73,0,0.73,0,0,0,0.73,0.2
116,8,0,0.75,0,0.75,0,0,0,0.75,0.2
116.5,8,0,0.754,0,0.754,0,0,0,0.754,0.2
117,8,0,0.784,0,0.784,0,0,0,0.784,0.2
117.5,8,0,0.6779999999999999,0,0.6779999999999999,0,0,0,0.6779999999999999,0.2
118,8,0,0.986,0,0.986,0,0,0,0.986,0.2
118.5,8,0,0.6940000000000001,0,0.6940000000000001,0,0,0,0.6940000000000001,0.2
119,8,0,0.604,0,0.604,0,0,0,0.604,0.2
119.5,8,0,0.546,0,0.546,0,0,0,0.546,0.2
120,8,0,0.52,0,0.52,0,0,0,0.52,0.1
120.5,8,0,0.526,0,0.526,0,0,0,0.526,0.1
121,8,0,0.586,0,0.586,0,0,0,0.586,0.1
121.5,8,0,0.532,0,0.532,0,0,0,0.532,0.1
122,8,0,0.408,0,0.408,0,0,0,0.408,0.1
122.5,8,0,0.478,0,0.478,0,0,0,0.478,0.1
123,8,0,0.48,0,0.48,0,0,0,0.48,0.1
123.5,8,0,0.418,0,0.418,0,0,0,0.418,0.1
124,8,0,0.322,0,0.322,0,0,0,0.322,0.1
124.5,8,0,0.36200000000000004,0,0.36200000000000004,0.046153846153846156,0,0.046153846153846156,0.3158461538461539,0.1
125,8,0,0.35,0,0.35,0,0,0,0.35,0.1
125.5,8,0,0.748,0,0.748,0,0,0,0.748,0.1
126,8,0,0.95,0,0.95,0.1,0,0.1,0.85,0.2
126.5,8,0,0.934,0,0.934,0.1,0,0.1,0.8340000000000001,0.2
127,8,-0.565384615384616,1.12,0,1.12,0.1,0,0.1,0.45461538461538353,0.2
127.5,7.717307692307692,-0.6996923076923078,0.992,0,0.992,0.29230769230769227,0,0.29230769230769227,0,0.2
128,7.367461538461538,-0.41507692307692245,0.992,0,0.992,0.5769230769230769,0,0.5769230769230769,0,0.2
128.5,7.159923076923077,0.16569230769230714,0.9420000000000001,0,0.9420000000000001,1.1076923076923078,0,1.1076923076923078,0,0.2
129,7.24276923076923,0.009384615384615103,0.8059999999999999,0,0.8059999999999999,0.8153846153846154,0,0.8153846153846154,0,0.2
129.5,7.247461538461538,0.363999999999999,0.9359999999999999,0,0.9359999999999999,1.2999999999999998,0,1.2999999999999998,0,0.2
130,7.4294615384615375,0.11538461538461497,0.8,0,0.8,0.9153846153846155,0,0.9153846153846155,0,0.2
130.5,7.487153846153845,0.9326153846153851,0.752,0,0.752,1.6846153846153844,0,1.6846153846153844,0,0.2
131,7.9534615384615375,-0.255692307692307,0.44799999999999995,0,0.44799999999999995,0.19230769230769232,0,0.19230769230769232,0,0.2
131.5,7.825615384615384,0.10092307692307756,0.5760000000000001,0,0.5760000000000001,0.676923076923077,0,0.676923076923077,0,0.2
132,7.876076923076923,0.2478461538461545,0.9059999999999999,0,0.9059999999999999,1.1538461538461537,0,1.1538461538461537,0,0.2
132.5,8,-0.11538461538461497,0.8540000000000001,0,0.8540000000000001,0.5769230769230769,0,0.5769230769230769,0.16169230769230758,0.2
133,7.9423076923076925,0.11538461538461497,0.7,0,0.7,0.8153846153846154,0,0.8153846153846154,0,0.2
133.5,8,-0.5040000000000013,1.196,0,1.196,0.19230769230769232,0,0.19230769230769232,0.49969230769230677,0.2
134,7.747999999999999,-0.03646153846153766,1.0979999999999999,0,1.0979999999999999,1.0615384615384615,0,1.0615384615384615,0,0.2
134.5,7.7297692307692305,0.540461538461539,0.998,0,0.998,1.5384615384615385,0,1.5384615384615385,0,0.2
135,8,0,1.044,0,1.044,0.7692307692307693,0,0.7692307692307693,0.27476923076923077,0.2
135.5,8,0,1.3659999999999999,0,1.3659999999999999,0.5769230769230769,0,0.5769230769230769,0.789076923076923,0.2
136,8,0,0.78,0,0.78,0.19230769230769232,0,0.19230769230769232,0.5876923076923077,0.2
136.5,8,0,0.93,0,0.93,0.1,0,0.1,0.8300000000000001,0.2
137,8,0,1.02,0,1.02,0.1,0,0.1,0.92,0.2
137.5,8,0,1.024,0,1.024,0.046153846153846156,0,0.046153846153846156,0.9778461538461538,0.2
138,8,-0.33461538461538964,1.238,0,1.238,0.046153846153846156,0,0.046153846153846156,0.8572307692307639,0.2
138.5,7.832692307692305,-0.998,0.998,0,0.998,0,0,0,0,0.2
139,7.3336923076923055,-0.8859999999999999,0.8859999999999999,0,0.8859999999999999,0,0,0,0,0.2
139.5,6.890692307692306,-1.196,1.196,0,1.196,0,0,0,0,0.2
140,6.292692307692306,-1.02,1.02,0,1.02,0,0,0,0,0.2
140.5,5.782692307692306,-0.7959999999999999,0.7959999999999999,0,0.7959999999999999,0,0,0,0,0.2
