,P_grid,P_curt,P_sto,E_sto
2011-11-30 12:30:00,1.02596029776675,0,0.5776526054590576,9.351877171215882
2011-11-30 13:00:00,0.7453349875930515,0,0.522873449131513,9.640703473945411
2011-11-30 13:30:00,0.7213821339950385,0,0.6275359801488847,9.902140198511168
2011-11-30 14:00:00,0.6189354838709665,0,0.5690893300248128,10.21590818858561
2011-11-30 14:30:00,0.6812059553349858,0,0.4937444168734473,10.500452853598016
2011-11-30 15:00:00,0.06796277915632565,0,0.4621935483870949,10.74732506203474
2011-11-30 15:30:00,0,0.6763498759305204,0.14318858560794112,10.978421836228287
2011-11-30 16:00:00,3.106176178660048,0,2.872176178660048,11.050016129032258
2011-11-30 16:30:00,2.6085607940446667,0,2.0277915632754357,12.486104218362282
2011-11-30 17:00:00,0.8111538461538461,0,0,13.5
2011-11-30 17:30:00,1.2857692307692308,0,0,13.5
2011-11-30 18:00:00,1.1083846153846153,0,0,13.5
2011-11-30 18:30:00,1.1913846153846153,0,0,13.5
2011-11-30 19:00:00,1.1079999999999999,0,0,13.5
2011-11-30 19:30:00,1.188,0,0,13.5
2011-11-30 20:00:00,1.22,0,0,13.5
2011-11-30 20:30:00,1.242,0,0,13.5
2011-11-30 21:00:00,1.044,0,0,13.5
2011-11-30 21:30:00,0.892,0,0,13.5
2011-11-30 22:00:00,1.078,0,0,13.5
2011-11-30 22:30:00,0.10890322580645162,0,-0.7330967741935485,13.5
2011-11-30 23:00:00,0,0.19352853598014924,-0.6495285359801493,13.133451612903226
2011-11-30 23:30:00,0,0.06281885856079494,-0.570818858560795,12.808687344913151
2011-12-01 00:00:00,0,0.15814392059553373,-0.4895285359801491,12.523277915632754
2011-12-01 00:30:00,0,0.03503225806451615,-0.44903225806451613,12.27851364764268
2011-12-01 01:00:00,0.07974193548387104,0,-0.41625806451612896,12.053997518610421
2011-12-01 01:30:00,0.08038709677419353,0,-0.41961290322580647,11.845868486352357
2011-12-01 02:00:00,0.17645161290322592,0,-0.41554838709677416,11.636062034739453
2011-12-01 02:30:00,0.06558808933002341,0,-0.3944119106699766,11.428287841191066
2011-12-01 03:00:00,0.10464516129032253,0,-0.4093548387096775,11.231081885856078
2011-12-01 03:30:00,0.06279404466501398,0,-0.40320595533498604,11.026404466501239
2011-12-01 04:00:00,0.0958064516129033,0,-0.3721935483870967,10.824801488833746
2011-12-01 04:30:00,0,0.024516129032258083,-0.4465161290322581,10.638704714640198
2011-12-01 05:00:00,0,0.11563771712158727,-0.41563771712158726,10.41544665012407
2011-12-01 05:30:00,0.065483870967742,0,-0.5105161290322581,10.207627791563276
2011-12-01 06:00:00,0.09161042183622858,0,-0.7557741935483868,9.952369727047147
2011-12-01 06:30:00,0,0.2815384615384602,-0.629307692307691,9.574482630272954
2011-12-01 07:00:00,0,0.20530024813895664,-0.5414540942928028,9.259828784119108
2011-12-01 07:30:00,0,0.6459553349875928,-0.5768784119106698,8.989101736972707
2011-12-01 08:00:00,0,0.38063027295285506,-0.34393796526054743,8.700662531017372
2011-12-01 08:30:00,0,0.3929081885856079,-0.07536972704714628,8.528693548387098
2011-12-01 09:00:00,0,0.25380893300248164,0.06672952853597991,8.491008684863525
2011-12-01 09:30:00,0,0.04225806451612846,0.21228039702233303,8.524373449131515
2011-12-01 10:00:00,0.157022332506205,0,0.3707915632754357,8.630513647642681
2011-12-01 10:30:00,0,0.5535062034739446,0.4231861042183631,8.8159094292804
2011-12-01 11:00:00,0,0.5783151364764276,0.4259925558312645,9.02750248138958
2011-12-01 11:30:00,0,0.400235732009927,0.4948411910669961,9.240498759305213
2011-12-01 12:00:00,0,0.18301985111662478,0.5750570719602983,9.487919354838711
2011-12-01 12:30:00,0,0.3896550868486346,0.5776526054590576,9.77544789081886
2011-12-01 13:00:00,0,0.13043424317617913,0.522873449131513,10.064274193548389
2011-12-01 13:30:00,0,0.8817717121588076,0.6275359801488847,10.325710918114146
2011-12-01 14:00:00,0,0.6571414392059567,0.5690893300248128,10.639478908188588
2011-12-01 14:30:00,0,0.4557171215880911,0.4937444168734473,10.924023573200994
2011-12-01 15:00:00,0,0.7268833746898276,0.4621935483870949,11.170895781637718
2011-12-01 15:30:00,0.4389578163771719,0,0.14318858560794112,11.401992555831265
2011-12-01 16:00:00,2.7445607940446637,0,2.872176178660048,11.473586848635236
2011-12-01 16:30:00,0.2444962779156339,0,1.18065012406948,12.90967493796526
2011-12-01 17:00:00,0,0.5016923076923077,0,13.5
2011-12-01 17:30:00,0,0.16584615384615398,0,13.5
2011-12-01 18:00:00,0.3538461538461537,0,0,13.5
2011-12-01 18:30:00,0.49269230769230765,0,0,13.5
2011-12-01 19:00:00,0.7917692307692307,0,0,13.5
2011-12-01 19:30:00,0.9153846153846154,0,0,13.5
2011-12-01 20:00:00,1.034,0,0,13.5
2011-12-01 20:30:00,0.948,0,0,13.5
2011-12-01 21:00:00,1.044,0,0,13.5
2011-12-01 21:30:00,1.08,0,0,13.5
2011-12-01 22:00:00,0.8320000000000001,0,0,13.5
2011-12-01 22:30:00,0,0.2750967741935485,-0.7330967741935485,13.5
2011-12-01 23:00:00,0,0.23752853598014922,-0.6495285359801493,13.133451612903226
2011-12-01 23:30:00,0,0.10081885856079498,-0.570818858560795,12.808687344913151
2011-12-02 00:00:00,0,0.007528535980149076,-0.4895285359801491,12.523277915632754
2011-12-02 00:30:00,0,0.10503225806451616,-0.44903225806451613,12.27851364764268
2011-12-02 01:00:00,0,0.040258064516128955,-0.41625806451612896,12.053997518610421
2011-12-02 01:30:00,0.022387096774193538,0,-0.41961290322580647,11.845868486352357
2011-12-02 02:00:00,0,0.04354838709677411,-0.41554838709677416,11.636062034739453
2011-12-02 02:30:00,0,0.0824119106699766,-0.3944119106699766,11.428287841191066
2011-12-02 03:00:00,0.04064516129032253,0,-0.4093548387096775,11.231081885856078
2011-12-02 03:30:00,0,0.14520595533498604,-0.40320595533498604,11.026404466501239
2011-12-02 04:00:00,0,0.030193548387096647,-0.3721935483870967,10.824801488833746
2011-12-02 04:30:00,0,0.10251612903225815,-0.4465161290322581,10.638704714640198
2011-12-02 05:00:00,0.01836228287841274,0,-0.41563771712158726,10.41544665012407
2011-12-02 05:30:00,0,0.024516129032258083,-0.5105161290322581,10.207627791563276
2011-12-02 06:00:00,0.1262258064516132,0,-0.7557741935483868,9.952369727047147
2011-12-02 06:30:00,0,0.04392307692307562,-0.629307692307691,9.574482630272954
2011-12-02 07:00:00,0,0.23830024813895656,-0.5414540942928028,9.259828784119108
2011-12-02 07:30:00,0,0.5839553349875928,-0.5768784119106698,8.989101736972707
2011-12-02 08:00:00,0,0.3472456575682398,-0.34393796526054743,8.700662531017372
2011-12-02 08:30:00,0,0.419138957816377,-0.07536972704714628,8.528693548387098
2011-12-02 09:00:00,0,0.47765508684863545,0.06672952853597991,8.491008684863525
2011-12-02 09:30:00,0,0.4039503722084363,0.21228039702233303,8.524373449131515
2011-12-02 10:00:00,0,0.15805459057071825,0.3707915632754357,8.630513647642681
2011-12-02 10:30:00,0,0.22512158808932892,0.4231861042183631,8.8159094292804
2011-12-02 11:00:00,0,0.49831513647642756,0.4259925558312645,9.02750248138958
2011-12-02 11:30:00,0,0.9587741935483884,0.4948411910669961,9.240498759305213
2011-12-02 12:00:00,0,1.025173697270471,0.5750570719602983,9.487919354838711
2011-12-02 12:30:00,0,1.0536550868486345,0.5776526054590576,9.77544789081886
2011-12-02 13:00:00,0,1.2772803970223334,0.522873449131513,10.064274193548389
2011-12-02 13:30:00,0,1.0160024813895767,0.6275359801488847,10.325710918114146
2011-12-02 14:00:00,0,1.0036029776674948,0.5690893300248128,10.639478908188588
2011-12-02 14:30:00,0,0.34656327543424537,0.4937444168734473,10.924023573200994
2011-12-02 15:00:00,0,0.43149875930521286,0.4621935483870949,11.170895781637718
2011-12-02 15:30:00,0,1.1310421836228284,0.14318858560794112,11.401992555831265
2011-12-02 16:00:00,2.25271464019851,0,2.872176178660048,11.473586848635236
2011-12-02 16:30:00,0.21926550868486472,0,1.18065012406948,12.90967493796526
2011-12-02 17:00:00,0,0.429076923076923,0,13.5
2011-12-02 17:30:00,0,0.12446153846153862,0,13.5
2011-12-02 18:00:00,0.318846153846154,0,0,13.5
2011-12-02 18:30:00,0.8406923076923077,0,0,13.5
2011-12-02 19:00:00,1.237153846153846,0,0,13.5
2011-12-02 19:30:00,1.014,0,0,13.5
2011-12-02 20:00:00,1.396,0,0,13.5
2011-12-02 20:30:00,1.124,0,0,13.5
2011-12-02 21:00:00,0.872,0,0,13.5
2011-12-02 21:30:00,0.914,0,0,13.5
2011-12-02 22:00:00,0.932,0,0,13.5
2011-12-02 22:30:00,0.2209032258064516,0,-0.7330967741935485,13.5
2011-12-02 23:00:00,0.2844714640198508,0,-0.6495285359801493,13.133451612903226
2011-12-02 23:30:00,0.5531811414392052,0,-0.570818858560795,12.808687344913151
2011-12-03 00:00:00,0.44447146401985094,0,-0.4895285359801491,12.523277915632754
2011-12-03 00:30:00,0.3709677419354838,0,-0.44903225806451613,12.27851364764268
2011-12-03 01:00:00,0.08974193548387105,0,-0.41625806451612896,12.053997518610421
2011-12-03 01:30:00,0,0.05961290322580648,-0.41961290322580647,11.845868486352357
2011-12-03 02:00:00,0,0.0175483870967742,-0.41554838709677416,11.636062034739453
2011-12-03 02:30:00,0.07758808933002342,0,-0.3944119106699766,11.428287841191066
2011-12-03 03:00:00,0.04064516129032253,0,-0.4093548387096775,11.231081885856078
2011-12-03 03:30:00,0,0.03720595533498605,-0.40320595533498604,11.026404466501239
2011-12-03 04:00:00,0,0.04819354838709666,-0.3721935483870967,10.824801488833746
2011-12-03 04:30:00,0,0.08851612903225814,-0.4465161290322581,10.638704714640198
2011-12-03 05:00:00,0,0.13563771712158723,-0.41563771712158726,10.41544665012407
2011-12-03 05:30:00,0,0.21251612903225808,-0.5105161290322581,10.207627791563276
2011-12-03 06:00:00,0,0.4163895781637714,-0.7557741935483868,9.952369727047147
2011-12-03 06:30:00,0,0.3955384615384603,-0.629307692307691,9.574482630272954
2011-12-03 07:00:00,0,0.498684863523572,-0.5414540942928028,9.259828784119108
2011-12-03 07:30:00,0,0.6189553349875929,-0.5768784119106698,8.989101736972707
2011-12-03 08:00:00,0,0.42724565756823973,-0.34393796526054743,8.700662531017372
2011-12-03 08:30:00,0,0.47990818858560785,-0.07536972704714628,8.528693548387098
2011-12-03 09:00:00,0,0.25727047146401993,0.06672952853597991,8.491008684863525
2011-12-03 09:30:00,0,0.6321811414392057,0.21228039702233303,8.524373449131515
2011-12-03 10:00:00,0,0.37128535980148736,0.3707915632754357,8.630513647642681
2011-12-03 10:30:00,0,0.7328138957816366,0.4231861042183631,8.8159094292804
2011-12-03 11:00:00,0,0.732776674937966,0.4259925558312645,9.02750248138958
2011-12-03 11:30:00,0,0.7493895781637732,0.4948411910669961,9.240498759305213
2011-12-03 12:00:00,0,0.8634044665012397,0.5750570719602983,9.487919354838711
2011-12-03 12:30:00,0,1.30903970223325,0.5776526054590576,9.77544789081886
2011-12-03 13:00:00,0,1.3370496277915636,0.522873449131513,10.064274193548389
2011-12-03 13:30:00,0,1.1827717121588077,0.6275359801488847,10.325710918114146
2011-12-03 14:00:00,0,1.385602977667495,0.5690893300248128,10.639478908188588
2011-12-03 14:30:00,0,1.3533325062034753,0.4937444168734473,10.924023573200994
2011-12-03 15:00:00,0,1.289883374689828,0.4621935483870949,11.170895781637718
2011-12-03 15:30:00,0,1.5046575682382124,0.14318858560794112,11.401992555831265
2011-12-03 16:00:00,1.3311761786600482,0,2.872176178660048,11.473586848635236
2011-12-03 16:30:00,0,0.012888337468981659,1.18065012406948,12.90967493796526
2011-12-03 17:00:00,0,0.39369230769230756,0,13.5
2011-12-03 17:30:00,0,0.361230769230769,0,13.5
2011-12-03 18:00:00,0,0.035769230769230775,0,13.5
2011-12-03 18:30:00,0.2946923076923077,0,0,13.5
2011-12-03 19:00:00,0.5897692307692308,0,0,13.5
2011-12-03 19:30:00,0.73,0,0,13.5
2011-12-03 20:00:00,0.75,0,0,13.5
2011-12-03 20:30:00,0.754,0,0,13.5
2011-12-03 21:00:00,0.784,0,0,13.5
2011-12-03 21:30:00,0.6779999999999999,0,0,13.5
2011-12-03 22:00:00,0.986,0,0,13.5
2011-12-03 22:30:00,0.6940000000000001,0,0,13.5
2011-12-03 23:00:00,0.604,0,0,13.5
2011-12-03 23:30:00,0,0.02481885856079491,-0.570818858560795,13.5
2011-12-04 00:00:00,0.030471464019850902,0,-0.4895285359801491,13.214590570719603
2011-12-04 00:30:00,0.07696774193548389,0,-0.44903225806451613,12.969826302729528
2011-12-04 01:00:00,0.169741935483871,0,-0.41625806451612896,12.74531017369727
2011-12-04 01:30:00,0.11238709677419356,0,-0.41961290322580647,12.537181141439206
2011-12-04 02:00:00,0,0.0075483870967741895,-0.41554838709677416,12.327374689826302
2011-12-04 02:30:00,0.08358808933002337,0,-0.3944119106699766,12.119600496277915
2011-12-04 03:00:00,0.0706451612903225,0,-0.4093548387096775,11.922394540942927
2011-12-04 03:30:00,0.014794044665013939,0,-0.40320595533498604,11.717717121588088
2011-12-04 04:00:00,0,0.050193548387096665,-0.3721935483870967,11.516114143920595
2011-12-04 04:30:00,0,0.11913151364764268,-0.4465161290322581,11.330017369727047
2011-12-04 05:00:00,0,0.06563771712158728,-0.41563771712158726,11.106759305210918
2011-12-04 05:30:00,0.23748387096774193,0,-0.5105161290322581,10.898940446650125
2011-12-04 06:00:00,0.11922580645161318,0,-0.7557741935483868,10.643682382133996
2011-12-04 06:30:00,0.22969230769230897,0,-0.629307692307691,10.265795285359802
2011-12-04 07:00:00,0.5035459057071974,0,-0.5414540942928028,9.951141439205957
2011-12-04 07:30:00,0.19589081885856097,0,-0.5768784119106698,9.680414392059555
2011-12-04 08:00:00,0.21536972704714485,0,-0.34393796526054743,9.39197518610422
2011-12-04 08:30:00,0.03586104218362296,0,-0.07536972704714628,9.220006203473947
2011-12-04 09:00:00,0.26119106699751826,0,0.06672952853597991,9.182321339950374
2011-12-04 09:30:00,0.1732803970223331,0,0.21228039702233303,9.215686104218364
2011-12-04 10:00:00,0.4842531017369742,0,0.3707915632754357,9.32182630272953
2011-12-04 10:30:00,0,0.0882754342431753,0.4231861042183631,9.507222084367248
2011-12-04 11:00:00,0.7297617866004952,0,0.4259925558312645,9.71881513647643
2011-12-04 11:30:00,0.5631488833746885,0,0.4948411910669961,9.931811414392062
2011-12-04 12:00:00,0.6156724565756829,0,0.5750570719602983,10.17923200992556
2011-12-04 12:30:00,0.99896029776675,0,0.5776526054590576,10.466760545905709
2011-12-04 13:00:00,0.6113349875930514,0,0.522873449131513,10.755586848635238
2011-12-04 13:30:00,1.6793052109181155,0,0.6275359801488847,11.017023573200994
2011-12-04 14:00:00,0.8709354838709664,0,0.5690893300248128,11.330791563275437
2011-12-04 14:30:00,0.33789826302729686,0,0.49374441687345083,11.615336228287843
2011-12-04 15:00:00,0.929270471464018,0,0.4621935483870949,11.862208436724568
2011-12-04 15:30:00,1.0764962779156333,0,0.14318858560794112,12.093305210918116
2011-12-04 16:00:00,3.305970223325058,0,2.670200992555827,12.164899503722086
2011-12-04 16:30:00,0.855,0,0,13.5
2011-12-04 17:00:00,0.9450000000000001,0,0,13.5
2011-12-04 17:30:00,0.9893846153846154,0,0,13.5
2011-12-04 18:00:00,1.2033846153846153,0,0,13.5
2011-12-04 18:30:00,0.998,0,0,13.5
2011-12-04 19:00:00,0.8859999999999999,0,0,13.5
2011-12-04 19:30:00,1.196,0,0,13.5
2011-12-04 20:00:00,1.02,0,0,13.5
2011-12-04 20:30:00,0.7959999999999999,0,0,13.5
2011-12-04 21:00:00,0.966,0,0,13.5
2011-12-04 21:30:00,1.084,0,0,13.5
2011-12-04 22:00:00,0.91,0,0,13.5
2011-12-04 22:30:00,0.6559999999999999,0,0,13.5
2011-12-04 23:00:00,0.56,0,0,13.5
2011-12-04 23:30:00,0.41600000000000004,0,0,13.5
2011-12-05 00:00:00,0.08114392059553438,0,-0.22885607940446562,13.5
2011-12-05 00:30:00,0.0029677419354838808,0,-0.44903225806451613,13.385571960297767
2011-12-05 01:00:00,0,0.16425806451612895,-0.41625806451612896,13.161055831265509
2011-12-05 01:30:00,0.02638709677419354,0,-0.41961290322580647,12.952926799007445
2011-12-05 02:00:00,0,0.029548387096774154,-0.41554838709677416,12.743120347394541
2011-12-05 02:30:00,0,0.004411910669976593,-0.3944119106699766,12.535346153846154
2011-12-05 03:00:00,0.0686451612903225,0,-0.4093548387096775,12.338140198511166
2011-12-05 03:30:00,0.020794044665013944,0,-0.40320595533498604,12.133462779156327
2011-12-05 04:00:00,0.02980645161290335,0,-0.3721935483870967,11.931859801488834
2011-12-05 04:30:00,0,0.08851612903225814,-0.4465161290322581,11.745763027295286
2011-12-05 05:00:00,0,0.10963771712158726,-0.41563771712158726,11.522504962779157
2011-12-05 05:30:00,0,0.03851612903225804,-0.5105161290322581,11.314686104218364
2011-12-05 06:00:00,0,0.21238957816377146,-0.7557741935483868,11.059428039702235
2011-12-05 06:30:00,0,0.418307692307691,-0.629307692307691,10.681540942928041
2011-12-05 07:00:00,0,0.19906947890818738,-0.5414540942928028,10.366887096774196
2011-12-05 07:30:00,0,0.02610918114143901,-0.5768784119106698,10.096160049627795
2011-12-05 08:00:00,0,0.2792456575682397,-0.34393796526054743,9.80772084367246
2011-12-05 08:30:00,0,0.4052928039702232,-0.07536972704714628,9.635751861042186
2011-12-05 09:00:00,0,0.8411166253101741,0.06672952853597991,9.598066997518613
2011-12-05 09:30:00,0,0.8166426799007438,0.21228039702233303,9.631431761786603
2011-12-05 10:00:00,0,1.011746898263026,0.3707915632754357,9.73757196029777
2011-12-05 10:30:00,0,0.47289081885856,0.4231861042183631,9.922967741935487
2011-12-05 11:00:00,0,0.5806997518610433,0.4259925558312645,10.134560794044669
2011-12-05 11:30:00,0,0.2817741935483884,0.4948411910669961,10.347557071960301
2011-12-05 12:00:00,0,0.37986600496277845,0.5750570719602983,10.594977667493799
2011-12-05 12:30:00,0,0.4214243176178655,0.5776526054590576,10.882506203473948
2011-12-05 13:00:00,0,0.5804342431761793,0.522873449131513,11.171332506203477
2011-12-05 13:30:00,0.4496129032258077,0,0.6275359801488847,11.432769230769233
2011-12-05 14:00:00,0.2567047146401974,0,0.5690893300248128,11.746537220843676
2011-12-05 14:30:00,1.380821339950374,0,0.49374441687345083,12.031081885856082
2011-12-05 15:00:00,1.499193548387095,0,0.4621935483870949,12.277954094292808
2011-12-05 15:30:00,0,0.1684267990074435,0.14318858560794112,12.509050868486355
2011-12-05 16:00:00,0,0.33259305210918266,-0.12782382133995185,12.580645161290326
2011-12-05 16:30:00,0.1912952853598019,0,-0.2997816377171212,12.51673325062035
2011-12-05 17:00:00,0.062493796526052525,0,-0.400044665012409,12.366842431761789
2011-12-05 17:30:00,0.6033622828784129,0,-0.5210223325062024,12.166820099255585
2011-12-05 18:00:00,0.2228709677419357,0,-0.6808982630272951,11.906308933002483
2011-12-05 18:30:00,0,0.04538957816377265,-0.881774193548388,11.565859801488836
2011-12-05 19:00:00,0.25527047146401904,0,-1.000729528535981,11.124972704714642
2011-12-05 19:30:00,0,0.04010918114144024,-1.0121091811414402,10.624607940446651
2011-12-05 20:00:00,0,0.31707692307692326,-1.0450769230769232,10.118553349875931
2011-12-05 20:30:00,0,0.1886451612903225,-0.9806451612903225,9.59601488833747
2011-12-05 21:00:00,0,0.07572208436724426,-0.9577220843672443,9.105692307692308
2011-12-05 21:30:00,0,0.13507692307692454,-0.9530769230769245,8.626831265508686
2011-12-05 22:00:00,0,0.3111414392059557,-0.8471414392059557,8.150292803970224
2011-12-05 22:30:00,0,0.3010967741935484,-0.7330967741935485,7.726722084367246
2011-12-05 23:00:00,0,0.1955285359801493,-0.6495285359801493,7.360173697270472
2011-12-05 23:30:00,0,0.14681885856079496,-0.570818858560795,7.0354094292803975
