,E_sto,P_sto,P_load_sp,P_shed,P_load,P_sun,P_curt,P_pv,P_grid,c_grid
54.5,2.8225434243176397,-0.6028188585607941,0.49200000000000005,0,0.49200000000000005,0.19230769230769232,0.3031265508684864,-0.11081885856079407,0,0.2
55,2.5211339950372427,-0.4997667493796527,0.59,0,0.59,0.3384615384615385,0.24822828784119122,0.09023325062034726,0,0.2
55.5,2.2712506203474163,-0.5050421836228285,0.254,0,0.254,0.43076923076923074,0.6818114143920593,-0.25104218362282854,0,0.2
56,2.018729528536002,-0.2256377171215882,0.396,0,0.396,0.5769230769230769,0.40656079404466505,0.17036228287841182,0,0.2
56.5,1.905910669975208,0.10862531017369736,0.294,0,0.294,0.8153846153846154,0.41275930521091797,0.4026253101736974,0,0.2
57,1.9602233250620567,0.30258560794044653,0.366,0,0.366,0.9153846153846155,0.24679900744416894,0.6685856079404465,0,0.2
57.5,2.11151612903228,0.49919106699751836,0.43200000000000005,0,0.43200000000000005,0.9153846153846155,0,0.9153846153846155,0.01580645161290295,0.2
58,2.361111662531039,0.7265607940446648,0.542,0,0.542,1.0076923076923077,0,1.0076923076923077,0.26086848635235715,0.2
58.5,2.7243920595533715,0.8095384615384615,0.35600000000000004,0,0.35600000000000004,1.776923076923077,0.6113846153846154,1.1655384615384616,0,0.2
59,3.1291612903226023,0.8325062034739457,0.43799999999999994,0,0.43799999999999994,1.923076923076923,0.6525707196029773,1.2705062034739456,0,0.2
59.5,3.545414392059575,0.9378312655086845,0.478,0,0.478,1.830769230769231,0.4149379652605465,1.4158312655086844,0,0.2
60,4.014330024813917,1.0468933002481382,0.54,0,0.54,1.7307692307692308,0.1438759305210926,1.5868933002481382,0,0.2
60.5,4.537776674937986,1.080009925558313,0.55,0,0.55,2.023076923076923,0.39306699751860985,1.6300099255583131,0,0.2
61,5.077781637717143,1.0182828784119113,0.8640000000000001,0,0.8640000000000001,2.023076923076923,0.14079404466501155,1.8822828784119114,0,0.2
61.5,5.586923076923099,1.13355334987593,0.9079999999999999,0,0.9079999999999999,3.2230769230769227,1.1815235732009928,2.04155334987593,0,0.2
62,6.153699751861064,1.0433449131513655,0.868,0,0.868,2.792307692307692,0.8809627791563268,1.9113449131513653,0,0.2
62.5,6.675372208436746,0.9480248138957812,1.214,0,1.214,2.8846153846153846,0.7225905707196034,2.162024813895781,0,0.2
63,7.149384615384637,0.8912258064516134,1.084,0,1.084,3.03076923076923,1.0555434243176167,1.9752258064516135,0,0.2
63.5,7.594997518610444,0.5241439205955327,2.39,0,2.39,2.792307692307692,0,2.792307692307692,0.12183622828784069,0.2
64,7.85706947890821,0.21640694789081927,1.7819999999999998,0,1.7819999999999998,2.546153846153846,0.5477468982630269,1.998406947890819,0,0.2
64.5,7.96527295285362,-0.000526054590570979,0.76,0,0.76,2.2615384615384615,1.5020645161290325,0.759473945409429,0,0.2
65,7.965009925558334,-0.17064019851116718,0.9059999999999999,0,0.9059999999999999,1.876923076923077,1.1415632754342442,0.7353598014888327,0,0.2
65.5,7.879689826302751,-0.34906203473945396,0.988,0,0.988,1.5384615384615385,0.8995235732009925,0.638937965260546,0,0.2
66,7.705158808933024,-0.5707245657568247,1.15,0,1.15,1.0615384615384615,0.48226302729528636,0.5792754342431752,0,0.2
66.5,7.419796526054611,-0.8390322580645169,0.96,0,0.96,0.6230769230769231,0.50210918114144,0.1209677419354831,0,0.2
67,7.000280397022353,-0.9914243176178665,0.9359999999999999,0,0.9359999999999999,0.19230769230769232,0.24773200992555888,-0.055424317617866564,0,0.2
67.5,6.50456823821342,-1.011736972704714,0.95,0,0.95,0.046153846153846156,0.10789081885856033,-0.06173697270471418,0,0.2
68,5.9986997518610625,-1.0447047146401989,1.034,0,1.034,0,0.010704714640198842,-0.010704714640198842,0,0.2
68.5,5.476347394540963,-0.9806451612903225,0.948,0,0.948,0,0.03264516129032258,-0.03264516129032258,0,0.2
69,4.986024813895802,-0.9573498759305217,1.044,0,1.044,0,0,0,0.08665012406947836,0.2
69.5,4.507349875930541,-0.9527047146401983,1.08,0,1.08,0,0,0,0.12729528535980172,0.2
70,4.030997518610442,-0.8467692307692314,0.8320000000000001,0,0.8320000000000001,0,0.014769230769231312,-0.014769230769231312,0,0.2
70.5,3.607612903225826,-0.7330967741935485,0.45799999999999996,0,0.45799999999999996,0,0.2750967741935485,-0.2750967741935485,0,0.2
71,3.241064516129052,-0.649156327543424,0.41200000000000003,0,0.41200000000000003,0,0.23715632754342397,-0.23715632754342397,0,0.2
71.5,2.91648635235734,-0.5704466501240697,0.47,0,0.47,0,0.10044665012406973,-0.10044665012406973,0,0.2
72,2.6312630272953053,2.5108436724565752,0.48200000000000004,0,0.48200000000000004,0,0,0,2.9928436724565755,0.1
72.5,3.886684863523593,2.5509677419354837,0.344,0,0.344,0,0,0,2.8949677419354836,0.1
73,5.162168734491335,-0.41625806451612896,0.376,0,0.376,0,0.040258064516128955,-0.040258064516128955,0,0.1
73.5,4.9540397022332705,-0.41961290322580647,0.442,0,0.442,0,0,0,0.022387096774193538,0.1
74,4.7442332506203675,-0.41554838709677416,0.37200000000000005,0,0.37200000000000005,0,0.04354838709677411,-0.04354838709677411,0,0.1
74.5,4.536459057071981,-0.3936674937965261,0.312,0,0.312,0,0.0816674937965261,-0.0816674937965261,0,0.1
75,4.339625310173718,-0.4093548387096775,0.45,0,0.45,0,0,0,0.04064516129032253,0.1
75.5,4.134947890818879,-0.40283374689826346,0.258,0,0.258,0,0.14483374689826345,-0.14483374689826345,0,0.1
76,3.933531017369747,-0.3721935483870967,0.342,0,0.342,0,0.030193548387096647,-0.030193548387096647,0,0.1
76.5,3.7474342431761984,-0.4465161290322581,0.344,0,0.344,0,0.10251612903225815,-0.10251612903225815,0,0.1
77,3.5241761786600696,-0.4148933002481394,0.434,0,0.434,0,0,0,0.01910669975186058,0.1
77.5,3.316729528536,-0.5105161290322581,0.486,0,0.486,0,0.024516129032258083,-0.024516129032258083,0,0.1
78,3.061471464019871,-0.750129032258064,0.882,0,0.882,0,0,0,0.13187096774193596,0.2
78.5,2.686406947890839,-0.6028188585607941,0.62,0,0.62,0.046153846153846156,0.028972704714640196,0.01718114143920596,0,0.2
79,2.384997518610442,-0.4997667493796527,0.48200000000000004,0,0.48200000000000004,0.23846153846153845,0.2562282878411911,-0.01776674937965267,0,0.2
79.5,2.1351141439206156,-0.5050421836228289,0.316,0,0.316,0.43076923076923074,0.6198114143920597,-0.18904218362282893,0,0.2
80,1.8825930521092011,-0.2256377171215882,0.46399999999999997,0,0.46399999999999997,0.6230769230769231,0.3847146401985113,0.23836228287841177,0,0.2
80.5,1.769774193548407,0.10862531017369736,0.41200000000000003,0,0.41200000000000003,1.0076923076923077,0.48706699751861027,0.5206253101736974,0,0.2
81,1.8240868486352557,0.30258560794044653,0.396,0,0.396,1.2538461538461538,0.5552605459057073,0.6985856079404466,0,0.2
81.5,1.975379652605479,0.4991910669975188,0.428,0,0.428,1.3923076923076925,0.4651166253101737,0.9271910669975187,0,0.2
82,2.2249751861042384,0.7265607940446648,0.7,0,0.7,1.6384615384615384,0.21190074441687368,1.4265607940446647,0,0.2
82.5,2.588255583126571,0.8095384615384615,0.794,0,0.794,1.923076923076923,0.3195384615384613,1.6035384615384616,0,0.2
83,2.9930248138958016,0.8325062034739457,0.518,0,0.518,1.923076923076923,0.5725707196029772,1.3505062034739457,0,0.2
83.5,3.4092779156327744,0.9378312655086845,0.456,0,0.456,2.546153846153846,1.1523225806451616,1.3938312655086844,0,0.2
84,3.8781935483871166,1.0468933002481382,0.494,0,0.494,2.792307692307692,1.2514143920595542,1.540893300248138,0,0.2
84.5,4.401640198511186,1.080009925558313,0.7859999999999999,0,0.7859999999999999,3.2230769230769227,1.3570669975186096,1.8660099255583131,0,0.2
85,4.941645161290342,1.0182828784119113,0.7959999999999999,0,0.7959999999999999,3.4615384615384617,1.6472555831265505,1.8142828784119112,0,0.2
85.5,5.450786600496298,1.13355334987593,0.9179999999999999,0,0.9179999999999999,3.4153846153846152,1.3638312655086855,2.0515533498759297,0,0.2
86,6.017563275434263,1.0433449131513655,0.81,0,0.81,3.1769230769230767,1.3235781637717112,1.8533449131513655,0,0.2
86.5,6.539235732009946,0.9480248138957812,1.5019999999999998,0,1.5019999999999998,3.123076923076923,0.6730521091811421,2.450024813895781,0,0.2
87,7.013248138957836,0.8912258064516134,1.4140000000000001,0,1.4140000000000001,3.076923076923077,0.7716972704714635,2.3052258064516136,0,0.2
87.5,7.458861042183643,0.5241439205955327,0.82,0,0.82,2.792307692307692,1.4481637717121596,1.3441439205955326,0,0.2
88,7.720933002481409,0.21640694789081927,0.644,0,0.644,1.6846153846153844,0.824208436724565,0.8604069478908194,0,0.2
88.5,7.829136476426819,-0.000526054590570979,0.804,0,0.804,2.353846153846154,1.5503722084367249,0.8034739454094291,0,0.2
89,7.8288734491315335,-0.17064019851116718,0.9440000000000001,0,0.9440000000000001,1.830769230769231,1.0574094292803982,0.7733598014888328,0,0.2
89.5,7.74355334987595,-0.34906203473945396,1.064,0,1.064,1.5846153846153848,0.8696774193548387,0.7149379652605461,0,0.2
90,7.569022332506223,-0.5707245657568247,1.04,0,1.04,0.9615384615384615,0.49226302729528615,0.4692754342431753,0,0.2
90.5,7.2836600496278106,-0.8390322580645169,1.308,0,1.308,0.6230769230769231,0.1541091811414399,0.4689677419354832,0,0.2
91,6.864143920595552,-0.9914243176178665,1.416,0,1.416,0.23846153846153845,0,0.23846153846153845,0.1861141439205949,0.2
91.5,6.368431761786619,-1.011736972704714,1.014,0,1.014,0,0,0,0.0022630272952859354,0.2
92,5.862563275434262,-1.0447047146401989,1.396,0,1.396,0,0,0,0.35129528535980103,0.2
92.5,5.340210918114162,-0.9806451612903225,1.124,0,1.124,0,0,0,0.14335483870967758,0.2
93,4.849888337469001,-0.9573498759305217,0.872,0,0.872,0,0.08534987593052168,-0.08534987593052168,0,0.2
93.5,4.37121339950374,-0.9527047146401992,0.914,0,0.914,0,0.0387047146401992,-0.0387047146401992,0,0.2
94,3.8948610421836407,-0.8467692307692305,0.932,0,0.932,0,0,0,0.08523076923076955,0.2
94.5,3.4714764267990255,-0.7330967741935485,0.9540000000000001,0,0.9540000000000001,0,0,0,0.2209032258064516,0.2
95,3.1049280397022514,-0.649156327543424,0.934,0,0.934,0,0,0,0.28484367245657605,0.2
95.5,2.7803498759305394,-0.5704466501240697,1.124,0,1.124,0,0,0,0.5535533498759304,0.2
96,2.4951265508685045,2.5108436724565752,0.934,0,0.934,0,0,0,3.4448436724565754,0.1
96.5,3.750548387096792,2.5509677419354837,0.82,0,0.82,0,0,0,3.3709677419354835,0.1
97,5.026032258064534,-0.41625806451612896,0.506,0,0.506,0,0,0,0.08974193548387105,0.1
97.5,4.81790322580647,-0.41961290322580647,0.36,0,0.36,0,0.05961290322580648,-0.05961290322580648,0,0.1
98,4.608096774193567,-0.41554838709677416,0.39799999999999996,0,0.39799999999999996,0,0.0175483870967742,-0.0175483870967742,0,0.1
98.5,4.40032258064518,-0.3936674937965261,0.47200000000000003,0,0.47200000000000003,0,0,0,0.07833250620347393,0.1
99,4.203488833746917,-0.4093548387096775,0.45,0,0.45,0,0,0,0.04064516129032253,0.1
99.5,3.998811414392078,-0.40283374689826346,0.366,0,0.366,0,0.036833746898263464,-0.036833746898263464,0,0.1
100,3.797394540942946,-0.3721935483870967,0.324,0,0.324,0,0.04819354838709666,-0.04819354838709666,0,0.1
100.5,3.6112977667493977,-0.4465161290322581,0.358,0,0.358,0,0.08851612903225814,-0.08851612903225814,0,0.1
101,3.388039702233269,-0.4148933002481394,0.28,0,0.28,0,0.1348933002481394,-0.1348933002481394,0,0.1
101.5,3.180593052109199,-0.5105161290322581,0.298,0,0.298,0,0.21251612903225808,-0.21251612903225808,0,0.1
102,2.9253349875930703,-0.750129032258064,0.374,0,0.374,0.046153846153846156,0.4222828784119102,-0.37612903225806404,0,0.2
102.5,2.5502704714640383,-0.6028188585607941,0.37799999999999995,0,0.37799999999999995,0.19230769230769232,0.4171265508684865,-0.22481885856079417,0,0.2
103,2.2488610421836412,-0.4997667493796527,0.262,0,0.262,0.29230769230769227,0.530074441687345,-0.2377667493796527,0,0.2
103.5,1.998977667493815,-0.5050421836228289,0.35600000000000004,0,0.35600000000000004,0.5307692307692308,0.6798114143920597,-0.14904218362282895,0,0.2
104,1.7464565756824004,-0.2256377171215882,0.384,0,0.384,0.6230769230769231,0.4647146401985113,0.1583622828784118,0,0.2
104.5,1.6336377171216063,0.10862531017369736,0.282,0,0.282,0.9153846153846155,0.5247593052109181,0.3906253101736974,0,0.2
105,1.687950372208455,0.30258560794044653,0.5760000000000001,0,0.5760000000000001,1.2,0.32141439205955336,0.8785856079404466,0,0.2
105.5,1.8392431761786783,0.4991910669975188,0.344,0,0.344,1.5846153846153848,0.7414243176178661,0.8431910669975187,0,0.2
106,2.0888387096774377,0.7265607940446648,0.556,0,0.556,1.7307692307692308,0.448208436724566,1.2825607940446648,0,0.2
106.5,2.45211910669977,0.8095384615384615,0.794,0,0.794,2.5999999999999996,0.9964615384615381,1.6035384615384616,0,0.2
107,2.856888337469001,0.8325062034739457,0.5720000000000001,0,0.5720000000000001,2.3076923076923075,0.9031861042183618,1.4045062034739457,0,0.2
107.5,3.2731414392059737,0.9378312655086845,0.85,0,0.85,2.792307692307692,1.0044764267990076,1.7878312655086845,0,0.2
108,3.742057071960316,1.0468933002481382,0.8,0,0.8,2.9846153846153842,1.1377220843672458,1.8468933002481385,0,0.2
108.5,4.265503722084385,1.080009925558313,0.496,0,0.496,3.1769230769230767,1.6009131513647636,1.576009925558313,0,0.2
109,4.8055086848635415,1.0182828784119113,0.5920000000000001,0,0.5920000000000001,3.269230769230769,1.6589478908188577,1.6102828784119114,0,0.2
109.5,5.314650124069497,1.13355334987593,0.532,0,0.532,3.123076923076923,1.457523573200993,1.66555334987593,0,0.2
110,5.881426799007462,1.0433449131513655,0.428,0,0.428,3.1769230769230767,1.7055781637717113,1.4713449131513654,0,0.2
110.5,6.403099255583145,0.9480248138957812,0.426,0,0.426,3.03076923076923,1.6567444168734489,1.3740248138957813,0,0.2
111,6.877111662531036,0.8912258064516116,0.446,0,0.446,2.9307692307692306,1.5935434243176188,1.3372258064516118,0,0.2
111.5,7.322724565756841,0.5241439205955327,0.406,0,0.406,2.7384615384615385,1.8083176178660056,0.9301439205955329,0,0.2
112,7.584796526054608,0.21640694789081927,0.33399999999999996,0,0.33399999999999996,2.5,1.9495930521091807,0.5504069478908193,0,0.2
